Id,Name,RatingDist1,RatingDist4,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,RatingDist3
66789,"Emperor (Time's Tapestry, #1)",1:44,4:308,total:915,Ace Books,72,2007,eng,Stephen Baxter,3.4,2:93,5:120,3:350
66790,"Transcendent (Destiny's Children, #3)",1:12,4:611,total:1491,Del Rey Books,47,2006,eng,Stephen Baxter,3.86,2:89,5:391,3:388
66791,"Exultant (Destiny's Children, #2)",1:21,4:739,total:1785,Del Rey,61,2005,eng,Stephen Baxter,3.85,2:88,5:457,3:480
66792,Evolution,1:70,4:958,total:2780,Del Rey Books,174,2004,eng,Stephen Baxter,3.98,2:171,5:1033,3:548
66797,Smith of Wootton Major & Farmer Giles of Ham,1:61,4:2975,total:7873,Del Rey,157,1986,eng,J.R.R. Tolkien,3.92,2:346,5:2359,3:2132
66803,Cent'anni di solitudine,1:31209,4:191545,total:713201,A. Mondadori,186,1988,ita,Gabriel García Márquez,4.07,2:44411,5:340132,3:105904
66816,"Le Capitaine Alatriste (Les aventures du Capitaine Alatriste, #1)",1:265,4:4357,total:11480,Seuil,2,2000,fre,Arturo Pérez-Reverte,3.69,2:921,5:2512,3:3425
66828,Numerical Solution of Partial Differential Equations: Finite Difference Methods,1:3,4:16,total:59,Clarendon Press,2,1986,eng,G.D. Smith,3.88,2:8,5:25,3:7
66841,"Corsarios de Levante (Las aventuras del capitán Alatriste, #6)",1:27,4:804,total:2050,Alfaguara,36,2006,spa,Arturo Pérez-Reverte,3.77,2:128,5:479,3:612
66842,"The Sun Over Breda (Adventures of Captain Alatriste, #3)",1:48,4:1610,total:3961,G.P. Putnam's Sons,98,2007,eng,Arturo Pérez-Reverte,3.77,2:259,5:895,3:1149
66855,Revenge (aka The Stars’ Tennis Balls),1:77,4:1969,total:4853,Random House Trade Paperbacks,178,2003,eng,Stephen Fry,3.8,2:318,5:1193,3:1296
66857,Moab Is My Washpot (Memoir #1),1:437,4:8237,total:19848,Soho Press,592,2003,eng,Stephen Fry,3.98,2:843,5:6463,3:3868
66861,Stephen Fry's Incomplete and Utter History of Classical Music,1:20,4:262,total:674,Pan Books,52,2005,en-US,Stephen Fry,3.72,2:50,5:156,3:186
66863,Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,1:154,4:2300,total:6531,Profile Business,210,1998,eng,Andrew S. Grove,3.99,2:326,5:2414,3:1337
66870,L'anno di Don Camillo,1:0,4:40,total:108,Rizzoli - RCS Libri,3,1996,ita,Giovannino Guareschi,4.37,2:0,5:54,3:14
66885,101 Ways to Bug Your Parents,1:24,4:222,total:784,Puffin Books,67,2005,eng,Lee Wardlaw,3.61,2:98,5:203,3:237
66898,"Dangerously Alice (Alice, #19)",1:27,4:583,total:1558,Atheneum Books for Young Readers,105,2007,eng,Phyllis Reynolds Naylor,3.95,2:68,5:510,3:370
66899,"Alice in the Know (Alice, #18)",1:9,4:498,total:1320,Atheneum Books,55,2006,eng,Phyllis Reynolds Naylor,3.95,2:58,5:418,3:337
66905,"Including Alice (Alice, #16)",1:8,4:494,total:1278,Simon Pulse,50,2005,eng,Phyllis Reynolds Naylor,3.9,2:64,5:368,3:344
66907,The Fear Place,1:7,4:48,total:164,Atheneum Books for Young Readers,25,1996,eng,Phyllis Reynolds Naylor,3.54,2:19,5:37,3:53
66928,"Girls Rule! (Boy/Girl Battle, #10)",1:7,4:189,total:622,Yearling,26,2006,eng,Phyllis Reynolds Naylor,3.99,2:39,5:241,3:146
66929,"The Agony of Alice (Alice, #1)",1:180,4:1610,total:5041,Aladdin Paperbacks,197,1997,eng,Phyllis Reynolds Naylor,3.83,2:316,5:1636,3:1299
66934,"Black Skin, White Masks",1:84,4:3270,total:9424,Grove Press,57,2008,eng,Frantz Fanon,4.25,2:259,5:4465,3:1346
66936,Toward the African Revolution,1:2,4:127,total:318,Grove Press,6,1994,en-GB,Frantz Fanon,4.24,2:9,5:140,3:40
66939,Frantz Fanon and the Psychology of Oppression,1:0,4:14,total:42,Springer,4,2004,eng,Hussein Abdilahi Bulhan,4.19,2:0,5:18,3:10
66947,El jugador,1:374,4:21291,total:49755,Edaf S.A.,53,1998,spa,Fyodor Dostoyevsky,3.89,2:2196,5:12985,3:12909
66961,Under Western Eyes,1:66,4:996,total:2630,IndyPublish.com,0,2005,eng,Joseph Conrad,3.7,2:215,5:595,3:758
66970,"Murder on the Celtic (George Porter Dillman & Genevieve Masefield, #8)",1:4,4:84,total:216,Minotaur Books,24,2007,eng,Conrad Allen,3.66,2:11,5:39,3:78
66993,Sang Spell,1:10,4:107,total:383,Simon Pulse,47,2000,eng,Phyllis Reynolds Naylor,3.5,2:45,5:74,3:147
67010,Los renglones torcidos de Dios,1:127,4:3230,total:9005,Editorial Planeta,14,2003,spa,Torcuato Luca de Tena,4.23,2:299,5:4181,3:1168
67012,Multitude: War and Democracy in the Age of Empire,1:23,4:284,total:792,Penguin Books,37,2005,eng,Michael Hardt,3.8,2:65,5:230,3:190
67026,Azteca,1:341,4:4572,total:16111,Editorial Planeta,2,2004,spa,Gary Jennings,4.22,2:691,5:8235,3:2272
67027,"Sangre Azteca (Aztec Murder Mystery, #1)",1:4,4:59,total:153,Random House Mondadori,1,2005,spa,Simon Levack,3.44,2:17,5:17,3:56
67035,"Relic (Pendergast, #1)",1:1365,4:33226,total:89868,Tor Books,2662,2005,eng,Douglas Preston,4.02,2:4030,5:32809,3:18438
67036,"The Tainted Relic (The Medieval Murderers, #1)",1:34,4:303,total:997,Simon & Schuster (UK),67,2005,eng,The Medieval Murderers,3.71,2:76,5:272,3:312
67038,The Rasputin Relic,1:2,4:45,total:142,Hampton Roads Publishing Company,8,2004,eng,William M. Valtos,3.35,2:12,5:10,3:73
67039,"The Tainted Relic: An Historical Mystery (The Medieval Murderers, #1)",1:34,4:303,total:997,Simon & Schuster UK,6,2007,en-US,The Medieval Murderers,3.71,2:76,5:272,3:312
67043,"Magnificent Corpses: Searching Through Europe for St. Peter's Head, St. Claire's Heart, St. Stephen's Hand, and Other Saintly Relics",1:3,4:48,total:122,Da Capo Press,31,1999,eng,Anneli Rufus,3.59,2:18,5:24,3:29
67066,Cuando fuimos huérfanos,1:607,4:9341,total:25629,Anagrama,22,2018,spa,Kazuo Ishiguro,3.49,2:2762,5:3616,3:9303
67085,By Possession (Medieval #1),1:41,4:682,total:1911,Bantam,83,2000,en-US,Madeline Hunter,3.82,2:125,5:542,3:521
67086,"Minor in Possession (J.P. Beaumont, #8)",1:13,4:1563,total:3518,Avon,108,1990,eng,J.A. Jance,4.08,2:54,5:1151,3:737
67090,Marvelous Possessions: The Wonder of the New World,1:6,4:73,total:191,University of Chicago Press,13,1992,en-US,Stephen Greenblatt,3.73,2:12,5:45,3:55
67100,The Calcutta Chromosome,1:195,4:1841,total:5320,Harper Perennial,430,2001,eng,Amitav Ghosh,3.46,2:683,5:837,3:1764
67101,Teresa of Calcutta: Serving the Poorest of the Poor,1:6,4:134,total:343,Mott Media (MI),37,2000,eng,D. Jeanene Watson,3.9,2:21,5:103,3:79
67120,Mucho cerdo sabroso (y puerquita sexy),1:1,4:5,total:8,Ediciones B,1,2005,spa,Jis,3.38,2:0,5:0,3:2
67140,Boredom,1:60,4:1016,total:2548,NYRB Classics,100,2004,eng,Alberto Moravia,3.86,2:157,5:720,3:595
67141,Contempt,1:48,4:1298,total:3359,NYRB Classics,157,2004,eng,Alberto Moravia,3.91,2:202,5:1034,3:777
67142,Erotic Tales,1:4,4:40,total:142,"Farrar, Straus and Giroux",7,1999,eng,Alberto Moravia,3.32,2:21,5:17,3:60
67145,The Time of Indifference,1:113,4:1537,total:4205,Zoland Books,38,2000,eng,Alberto Moravia,3.73,2:347,5:1060,3:1148
67146,The Conformist,1:18,4:784,total:1834,Steerforth,82,1999,eng,Alberto Moravia,3.98,2:87,5:569,3:376
67156,The Existentialism of Alberto Moravia,1:0,4:0,total:0,Southern Illinois University Press,0,1972,eng,Joan Ross,0.0,2:0,5:0,3:0
67178,"Algún día, cuando pueda llevarte a Varsovia (Trilogía de Getafe, #1)",1:8,4:76,total:199,Anaya Publishers,9,1997,spa,Lorenzo Silva,3.61,2:18,5:40,3:57
67189,La Ciociara,1:13,4:673,total:1679,Bompiani,29,1989,ita,Alberto Moravia,3.97,2:83,5:534,3:376
67192,"Open City : Seven Writers in Postwar Rome : Ignazio Silone, Giorgio Bassani, Alberto Moravia, Elsa Morante, Natalia Ginzburg, Carlo Levi, Carlo Emili",1:0,4:10,total:29,Steerforth Italia,3,1999,eng,William Weaver,4.03,2:2,5:11,3:6
67195,L'Amour conjugal / L'Amore coniugale,1:9,4:145,total:446,Gallimard,1,1991,fre,Alberto Moravia,3.55,2:40,5:79,3:173
67202,More Roman Tales,1:1,4:48,total:119,Martin Secker & Warburg Ltd,0,1963,eng,Alberto Moravia,3.83,2:7,5:30,3:33
67215,La Désobéissance,1:21,4:86,total:257,Gallimard,7,1973,fre,Alberto Moravia,3.33,2:38,5:39,3:73
67238,Dead Poets Society,1:501,4:15209,total:45564,Starfire,761,1998,eng,N.H. Kleinbaum,4.22,2:1575,5:21389,3:6890
67243,"Dear Enemy (Daddy-Long-Legs, #2)",1:128,4:2441,total:6859,IndyPublish.com,410,2006,eng,Jean Webster,3.9,2:424,5:2201,3:1665
67249,Papa-Longues-Jambes,1:493,4:14497,total:40923,Folio Junior,1,1998,fre,Jean Webster,4.14,2:1423,5:17265,3:7245
67256,George Orwell: Into the Twenty-First Century,1:0,4:0,total:2,Routledge,0,2005,eng,Thomas Cushman,5.0,2:0,5:2,3:0
67258,Zero Coupon,1:2,4:57,total:149,Forge,6,2011,eng,Paul Emil Erdman,3.74,2:12,5:35,3:43
67319,Silent Witness: The Karla Brown Murder Case,1:4,4:140,total:398,NAL,13,1993,en-US,Don W. Weber,3.95,2:21,5:134,3:99
67322,"Silent Arsenal (Stony Man, #75)",1:0,4:6,total:10,Gold Eagle,1,2005,eng,Dan Schmidt,3.7,2:1,5:1,3:2
67326,Poor Folk,1:220,4:5947,total:15180,Wildside Press,326,2003,eng,Fyodor Dostoyevsky,3.76,2:1022,5:3551,3:4440
67331,Mysticism and Logic,1:8,4:308,total:700,Dover Publications,24,2004,eng,Bertrand Russell,3.82,2:36,5:160,3:188
67333,Introducing Bertrand Russell,1:0,4:43,total:119,Totem Books,6,1998,eng,Dave Robinson,3.64,2:11,5:22,3:43
67338,Bertrand Russell. 1921-1970: The Ghost of Madness (#2),1:3,4:21,total:73,Free Press,9,2001,eng,Ray Monk,4.1,2:5,5:35,3:9
67348,The Quotable Bertrand Russell,1:0,4:12,total:33,Prometheus Books,0,1993,eng,Bertrand Russell,4.3,2:1,5:16,3:4
67373,The Essential Rumi,1:340,4:9856,total:35610,Penguin Classica,27,2004,eng,Rumi,4.43,2:667,5:21137,3:3610
67376,The Book of Love: Poems of Ecstasy and Longing,1:45,4:1070,total:3606,HarperOne,160,2003,eng,Rumi,4.32,2:100,5:1945,3:446
67377,The Love Poems of Rumi,1:44,4:863,total:2987,Rider,113,1998,eng,Rumi,4.3,2:103,5:1601,3:376
67386,Me and Rumi: The Autobiography of Shams-i Tabrizi,1:17,4:91,total:339,Fons Vitae,18,2004,en-US,Shams-i Tabrizi,4.16,2:17,5:177,3:37
67396,Haft Paykar: A Medieval Persian Romance (World's Classics),1:5,4:91,total:311,"Oxford University Press, USA",3,1995,eng,Nizami Ganjavi,4.22,2:17,5:158,3:40
67397,Layla and Majnun,1:59,4:740,total:2582,John Blake,104,1997,eng,Nizami Ganjavi,3.98,2:192,5:1044,3:547
67400,The Story of the Seven Princesses,1:5,4:91,total:311,Cassirer,1,1976,eng,Nizami Ganjavi,4.22,2:17,5:158,3:40
67417,El orden alfabético,1:20,4:123,total:417,Alfaguara,30,1998,spa,Juan José Millás,3.65,2:40,5:113,3:121
67450,Iacobus,1:62,4:1094,total:3090,Editorial Planeta,66,2006,spa,Matilde Asensi,3.68,2:253,5:697,3:984
67472,The Third Wave,1:29,4:900,total:2404,Random House Value Publishing,0,1987,eng,Alvin Toffler,3.94,2:132,5:779,3:564
67479,Third Wave Feminism: A Critical Exploration,1:2,4:7,total:23,Palgrave Macmillan,0,2004,en-US,Stacy Gillis,2.96,2:6,5:1,3:7
67497,Future Shock,1:75,4:1536,total:4127,Bantam,18,1984,eng,Alvin Toffler,3.8,2:275,5:1089,3:1152
67503,The Maine Woods (Writings of Henry D. Thoreau),1:12,4:414,total:1049,Princeton University Press,61,2004,eng,Henry David Thoreau,3.89,2:60,5:303,3:260
67506,Guilty Pleasures,1:0,4:46,total:144,St. Martin's Press,15,2006,eng,Donna Hill,4.24,2:6,5:69,3:23
67511,"Guilty Pleasures (Navy SEALs, #3)",1:4,4:49,total:120,Zebra,5,1997,spa,Stella Cameron,3.78,2:9,5:31,3:27
67512,"Guilty Pleasures (Guilty, #1)",1:122,4:3049,total:7913,Avon,335,2004,en-US,Laura Lee Guhrke,3.91,2:429,5:2414,3:1899
67513,"Touch the Dark (Cassandra Palmer, #1)",1:1407,4:10217,total:32148,Michael Joseph,1568,2007,eng,Karen Chance,3.7,2:2957,5:9080,3:8487
67522,The Collected Poems of Emily Dickinson,1:250,4:3733,total:12437,Barnes  Noble Classics,190,2003,eng,Emily Dickinson,4.22,2:455,5:6217,3:1782
67533,"Complete Candida Yeast Guidebook, Revised 2nd Edition: Everything You Need to Know About Prevention, Treatment & Diet",1:6,4:21,total:80,Harmony,13,2000,en-US,Jeanne Marie Martin,3.68,2:5,5:25,3:23
67542,Battlefield Earth: A Saga of the Year 3000,1:1736,4:4451,total:16426,Galaxy Press,8,2002,eng,L. Ron Hubbard,3.52,2:1852,5:4718,3:3669
67552,Donde el corazón te lleve,1:444,4:3289,total:10220,Booket (Seix Barral),40,2003,spa,Susanna Tamaro,3.59,2:1125,5:2384,3:2978
67555,El código Da Vinci,1:76856,4:638593,total:1845029,Umbriel,12,2005,spa,Dan Brown,3.84,2:138115,5:605792,3:385673
67563,"Paradiso (The Divine Comedy of Dante Alighieri, Volume III)",1:323,4:4551,total:15524,Bantam Books,34,2004,eng,Dante Alighieri,3.95,2:1128,5:6016,3:3506
67594,Hugo Chavez: The Bolivarian Revolution in Venezuela,1:7,4:82,total:177,Verso,13,2005,eng,Richard Gott,3.72,2:11,5:35,3:42
67613,La noche del oráculo,1:164,4:5534,total:13167,Anagrama,32,2004,spa,Paul Auster,3.78,2:809,5:2958,3:3702
67616,El oráculo de cristal,1:88,4:1469,total:3780,Booket,2,2004,spa,Judith Merkle Riley,3.89,2:198,5:1127,3:898
67628,El médico de su honra,1:3,4:82,total:218,Linkgua,3,2014,spa,Pedro Calderón de la Barca,3.59,2:27,5:40,3:66
67655,Paula Deen  Friends: Paula Deen  Friends,1:328,4:1853,total:7194,Simon  Schuster,36,2005,eng,Paula H. Deen,4.06,2:359,5:3383,3:1271
67657,The Lady & Sons Savannah Country Cookbook,1:393,4:3220,total:11347,Random House,60,1998,eng,Paula H. Deen,4.0,2:621,5:4767,3:2346
67692,La joven de la perla,1:15388,4:226937,total:602541,Punto de Lectura,6,2002,spa,Tracy Chevalier,3.88,2:33049,5:184329,3:142838
67693,The Bull from the Sea (Theseus #2),1:21,4:1247,total:3117,Vintage,17,2001,eng,Mary Renault,4.09,2:89,5:1144,3:616
67695,The Friendly Young Ladies,1:16,4:123,total:382,Vintage,43,2003,eng,Mary Renault,3.35,2:48,5:46,3:149
67697,"Fire from Heaven (Alexander the Great, #1)",1:110,4:2436,total:6135,Vintage,357,2002,eng,Mary Renault,4.01,2:266,5:2116,3:1207
67699,The Charioteer,1:87,4:1482,total:4385,Vintage Books,289,2003,eng,Mary Renault,4.09,2:190,5:1835,3:791
67700,"The Persian Boy (Alexander the Great, #2)",1:72,4:2692,total:7552,Vintage,405,1988,eng,Mary Renault,4.18,2:249,5:3321,3:1218
67705,Ana Maria Matute,1:0,4:4,total:4,Houghton Mifflin,2,2000,spa,Nextext,4.0,2:0,5:0,3:0
67712,Shakespeare For Dummies,1:0,4:65,total:152,For Dummies,14,1999,eng,John Doyle,3.99,2:9,5:47,3:31
67719,The Lambs of London,1:87,4:440,total:1752,Nan A. Talese,125,2006,eng,Peter Ackroyd,3.17,2:313,5:170,3:742
67720,Blake,1:7,4:294,total:794,Ballantine Books,50,1997,eng,Peter Ackroyd,4.13,2:19,5:318,3:156
67721,The Clerkenwell Tales,1:38,4:199,total:672,Anchor Books,48,2005,eng,Peter Ackroyd,3.24,2:101,5:68,3:266
67722,London: The Biography,1:106,4:1840,total:4917,Nan A. Talese,22,2001,eng,Peter Ackroyd,3.96,2:274,5:1685,3:1012
67723,Dickens: Public Life and Private Passion,1:1,4:38,total:87,BBC Books,11,2002,eng,Peter Ackroyd,3.9,2:4,5:23,3:21
67726,Dickens: Public Life and Private Passion (abridged),1:1,4:38,total:87,Hylas Publishing,1,2006,en-US,Peter Ackroyd,3.9,2:4,5:23,3:21
67727,The Fall of Troy,1:23,4:170,total:598,Chatto & Windus,68,2006,eng,Peter Ackroyd,3.22,2:101,5:53,3:251
67729,Hawksmoor,1:183,4:1282,total:3728,Penguin Books,266,1993,eng,Peter Ackroyd,3.49,2:470,5:691,3:1102
67750,"Proceed, Sergeant Lamb",1:0,4:17,total:34,Hutchinson,0,1985,eng,Robert Graves,4.0,2:1,5:9,3:7
67762,Salomé,1:242,4:3872,total:11154,Dover Publications,410,2002,eng,Oscar Wilde,3.69,2:1015,5:2689,3:3336
67763,"Some Like It Hot (Hotel Marchand, #6)",1:4,4:24,total:88,Harlequin Hotel Marchand,6,2006,eng,Lori Wilde,3.85,2:7,5:33,3:20
67765,"There Goes the Bride (Wedding Veil Wishes, #1)",1:29,4:380,total:1064,Forever,41,2007,eng,Lori Wilde,3.82,2:66,5:306,3:283
67767,You Only Love Twice,1:7,4:137,total:317,Forever,24,2006,eng,Lori Wilde,3.83,2:17,5:78,3:78
67809,"Elminster en Myth Drannor (Elminster, #2)",1:73,4:1298,total:3896,Timun Mas,1,2000,spa,Ed Greenwood,3.8,2:314,5:1144,3:1067
67812,Macroeconomics,1:6,4:13,total:66,Addison Wesley Longman,3,2007,eng,Stephen D. Williamson,3.26,2:12,5:14,3:21
67813,"The Treasure (Malloy Family, #4)",1:6,4:109,total:288,Samhain,11,2006,eng,Beth Williamson,4.11,2:10,5:116,3:47
67814,"The Prize (Malloy Family, #2)",1:4,4:110,total:298,Samhain,11,2006,eng,Beth Williamson,4.11,2:3,5:116,3:65
67815,"The Reward (Malloy Family, #3)",1:1,4:90,total:232,Samhain,9,2006,eng,Beth Williamson,4.18,2:5,5:95,3:41
67816,"The Bounty (Malloy Family, #1)",1:34,4:293,total:843,Samhain Publishing,45,2006,eng,Beth Williamson,3.89,2:45,5:287,3:184
67822,The Weapon,1:18,4:428,total:1204,Baen,40,2007,eng,Michael Z. Williamson,4.06,2:58,5:471,3:229
67825,Peopleware: Productive Projects and Teams,1:134,4:2676,total:7810,"Dorset House Publishing Company, Incorporated",373,1999,eng,Tom DeMarco,4.17,2:310,5:3503,3:1187
67833,Extreme Programming Explained: Embrace Change (The XP Series),1:59,4:1149,total:3189,Addison-Wesley Professional,129,2004,en-GB,Kent Beck,4.07,2:146,5:1260,3:575
67850,La Pasión Turca,1:53,4:245,total:806,Planeta Publishing,20,2005,spa,Antonio Gala,3.33,2:122,5:124,3:262
67863,Animal Speak: The Spiritual & Magical Powers of Creatures Great and Small,1:152,4:2918,total:10219,Llewellyn Publications,217,2002,eng,Ted Andrews,4.26,2:346,5:5301,3:1502
67864,Stillness Speaks,1:160,4:3364,total:12127,Hodder & Stoughton,425,2003,eng,Eckhart Tolle,4.32,2:356,5:6653,3:1594
67865,The Skin That We Speak: Thoughts on Language and Culture in the Classroom,1:3,4:249,total:716,W. W. Norton & Company,42,2002,eng,Lisa Delpit,4.23,2:20,5:330,3:114
67871,La Cruzada de los Niños,1:1,4:3,total:24,De Bolsillo,0,2005,spa,Peter Berling,3.25,2:3,5:4,3:13
67886,The Wisdom of Carl Jung (Wisdom Library),1:1,4:43,total:103,Citadel,1,2003,en-US,Edward Hoffman,4.2,2:3,5:43,3:13
67889,Spiritual Pilgrims: Carl Jung and Teresa of Avila,1:1,4:9,total:38,Paulist Press,4,1982,eng,John Welch,4.08,2:2,5:18,3:8
67890,The Archetypes and the Collective Unconscious (Collected Works 9i),1:47,4:1485,total:4773,Princeton University Press (NJ),75,1969,eng,C.G. Jung,4.31,2:119,5:2491,3:631
67891,The Undiscovered Self,1:83,4:2368,total:6879,Signet,262,2006,eng,C.G. Jung,4.14,2:278,5:2973,3:1177
67906,Around the World in 80 Days,1:1541,4:69578,total:175382,Listening Library,202,2005,eng,Jules Verne,3.93,2:7966,5:52173,3:44124
67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,1:1272,4:28722,total:80522,Grand Central Publishing,1269,1989,eng,Flora Rheta Schreiber,4.0,2:3644,5:28945,3:17939
67921,The Shoemaker,1:30,4:213,total:644,Signet,55,1984,eng,Flora Rheta Schreiber,3.73,2:51,5:183,3:167
67928,"The World Of the Policy Analyst: Rationality, Values, & Politics",1:1,4:1,total:9,Chatham House Publishers,1,2001,eng,Robert A. Heineman,2.67,2:2,5:0,3:5
67931,The Analyst,1:395,4:11937,total:32968,Corgi,777,2003,eng,John Katzenbach,4.13,2:1407,5:13745,3:5484
67936,Day of Reckoning,1:48,4:497,total:1496,Ballantine Books,37,1990,eng,John Katzenbach,3.52,2:170,5:274,3:507
67938,La historia del loco,1:120,4:3143,total:8385,Ediciones B,268,2007,spa,John Katzenbach,3.98,2:475,5:2889,3:1758
67941,Los amantes de Estocolmo,1:13,4:76,total:269,Planeta,13,2004,spa,Roberto Ampuero,3.41,2:33,5:46,3:101
67942,Halcones de la noche,1:6,4:27,total:79,Planeta Publishing,5,2004,spa,Roberto Ampuero,3.43,2:9,5:14,3:23
67945,¿Quién mató a Cristián Kustermann?,1:14,4:110,total:310,Planeta,13,1993,spa,Roberto Ampuero,3.54,2:30,5:58,3:98
67948,The Armageddon Rag,1:100,4:1190,total:3486,Bantam,229,2007,eng,George R.R. Martin,3.59,2:355,5:716,3:1125
67951,J.R.R. Tolkien,1:232,4:3852,total:10262,HarperCollins Publishers,8,2002,en-US,Humphrey Carpenter,4.08,2:309,5:4001,3:1868
67952,Benjamin Britten: A Biography,1:0,4:34,total:82,Faber  Faber,3,2003,eng,Humphrey Carpenter,4.24,2:2,5:35,3:11
67954,"The Hedge Knight (The Hedge Knight Graphic Novels, #1)",1:138,4:8822,total:21520,Devil's Due Publishing,35,2004,eng,Ben Avery,4.14,2:523,5:8297,3:3740
67955,"Jokers Wild (Wild Cards, #3)",1:26,4:1291,total:3118,Bantam,73,1987,eng,George R.R. Martin,3.92,2:140,5:879,3:782
67956,Dying of the Light,1:132,4:1977,total:5369,Bantam,291,2004,eng,George R.R. Martin,3.5700000000000003,2:544,5:954,3:1762
67957,Windhaven,1:112,4:1972,total:5310,Bantam,273,2003,eng,George R.R. Martin,3.63,2:488,5:1037,3:1701
67958,Nightflyers,1:73,4:1447,total:3893,Tor Books,251,1987,eng,George R.R. Martin,3.54,2:341,5:571,3:1461
67959,"Down and Dirty (Wild Cards, #5)",1:14,4:698,total:1711,Bantam,35,1988,en-US,George R.R. Martin,3.88,2:64,5:452,3:483
67966,"One-Eyed Jacks (Wild Cards, #8)",1:11,4:329,total:936,Bantam,17,1991,en-US,George R.R. Martin,3.72,2:61,5:216,3:319
67967,"The Hedge Knight (The Hedge Knight, #1)",1:138,4:8822,total:21520,Marvel Comics Group,25,2007,en-US,Ben Avery,4.14,2:523,5:8297,3:3740
67971,"Card Sharks (Wild Cards, #13)",1:7,4:183,total:565,Baen Books,11,1993,en-US,George R.R. Martin,3.72,2:38,5:138,3:199
67972,Tolkien,1:232,4:3852,total:10262,Houghton Mifflin,15,1977,en-US,Humphrey Carpenter,4.08,2:309,5:4001,3:1868
67982,The Real Middle-Earth: Magic and Mystery in the Dark Ages,1:13,4:164,total:536,Pan MacMillan,35,2003,eng,Brian Bates,3.94,2:35,5:200,3:124
67986,La cena secreta,1:183,4:1351,total:4562,Plaza & Janés,0,2004,spa,Javier Sierra,3.4,2:638,5:735,3:1655
67994,The History of Middle Earth: Part Two,1:0,4:82,total:302,HarperCollins,1,2003,en-US,J.R.R. Tolkien,4.38,2:7,5:171,3:42
67995,The History of Middle Earth: Part One,1:2,4:203,total:963,HarperCollins,3,2003,en-US,J.R.R. Tolkien,4.51,2:22,5:639,3:97
67996,"The Peoples of Middle-earth (The History of Middle-Earth, #12)",1:51,4:1212,total:4385,HarperCollins,27,2002,eng,J.R.R. Tolkien,4.18,2:172,5:2125,3:825
67997,The History of Middle Earth: Part Three,1:0,4:32,total:131,HarperCollins,2,2003,en-US,J.R.R. Tolkien,4.42,2:2,5:78,3:19
67999,"Worlds of Exile and Illusion: Rocannon's World, Planet of Exile, City of Illusions (Hainish Cycle, #1-3)",1:8,4:1011,total:2396,Orb Books,128,1996,eng,Ursula K. Le Guin,4.21,2:39,5:970,3:368
68001,Murder Mysteries,1:40,4:1876,total:4987,Dark Horse Books,45,2002,en-US,Neil Gaiman,4.07,2:216,5:1886,3:969
68006,Seven Years in Tibet (Flamingo Modern Classics),1:160,4:7186,total:17430,Flamingo,18,1997,eng,Heinrich Harrer,4.08,2:560,5:6283,3:3241
68010,The Winds of Marble Arch and Other Stories,1:15,4:413,total:1004,Subterranean Press,102,2007,eng,Connie Willis,3.98,2:37,5:321,3:218
68013,Warped Passages: Unraveling the Mysteries of the Universe's Hidden Dimensions,1:110,4:1564,total:4802,Ecco,160,2006,eng,Lisa Randall,3.91,2:332,5:1667,3:1129
68015,"The Back Passage (Mitch Mitchell Mystery, #1)",1:71,4:468,total:1294,Cleis Press,172,2006,en-GB,James Lear,3.59,2:112,5:276,3:367
68020,"Powers (Annals of the Western Shore, #3)",1:36,4:1577,total:4032,HMH Books for Young Readers,268,2007,eng,Ursula K. Le Guin,4.0,2:181,5:1344,3:894
68021,The Birthday of the World and Other Stories,1:22,4:1460,total:4022,Harper Perennial,267,2003,eng,Ursula K. Le Guin,4.3,2:98,5:1954,3:488
68022,A Fisherman of the Inland Sea,1:24,4:880,total:2107,Harper Perennial,105,2005,eng,Ursula K. Le Guin,4.01,2:80,5:684,3:439
68024,Steering the Craft: Exercises and Discussions on Story Writing for the Lone Navigator or the Mutinous Crew,1:35,4:1272,total:3426,The Eighth Mountain Press,248,1998,eng,Ursula K. Le Guin,4.18,2:101,5:1478,3:540
68028,The Left Hand of Darkness,1:1639,4:41482,total:111380,Turtleback Books,25,1987,eng,Ursula K. Le Guin,4.07,2:5201,5:43062,3:19996
68033,Catwings Return,1:14,4:916,total:2540,Orchard Books (NY),3,1989,en-US,Ursula K. Le Guin,4.12,2:71,5:1010,3:529
68034,"Buffalo Gals, Won't You Come Out Tonight",1:5,4:248,total:705,Pomegranate Communications,49,1994,eng,Ursula K. Le Guin,3.9,2:50,5:223,3:179
68039,"Dancing at the Edge of the World: Thoughts on Words, Women, Places",1:10,4:345,total:866,Grove Press,68,1997,eng,Ursula K. Le Guin,4.1,2:23,5:327,3:161
68041,"The Earthsea Quartet (Earthsea Cycle, #1-4)",1:75,4:2869,total:8633,Penguin,283,1993,en-US,Ursula K. Le Guin,4.27,2:249,5:4248,3:1192
68046,Ursula K. Le Guin,1:0,4:3,total:7,Frederick Ungar Publishing Company (NY),0,1981,eng,Barbara J. Bucknall,3.43,2:0,5:0,3:4
68054,The Tombs of Atuan (Earthsea Cycle #2),1:853,4:32769,total:84343,Gallery Books,24,2004,en-GB,Ursula K. Le Guin,4.09,2:2791,5:31844,3:16086
